Interview_key	HH_ID	area	ind_weight	hh_weight	select	selectedAgeM	selectedAgeF	age	tt_hhmembers	hh_2	hh2_oth	hh_3	hh_3oth	hh_4	hh_4oth	hh_5	hh_6	hh_6oth	hh_7	hh_7oth	hh_8	hh_8oth	hh_9	hh_10__1	hh_10__2	hh_10__3	hh_10__4	hh_10__5	hh_10__6	hh_10__7	hh_10__8	hh_10__9	hh_10__10	hh_10__11	hh_10__12	hh_10__13	hh_10__14	hh_10__15	hh_10__16	hh_10__17	hh_10__18	hh_10__19	hh_10__20	hh_11	hh_12	hh_12oth	hh_13__1	hh_13__2	hh_13__3	hh_13__4	hh_13__5	hh_13__6	hh_13__96	hh_13__98	hh_13__99	hh_13oth	hh_resultcode
41-10-25-38	0901015002501	2	215.348309	286.5597842	2	 	25	25	    1.00	1	 	1	 	2	 	1	2	 	8	 	1	 	2	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-10-65-92	1306052002701	2	102.6688615	123.477926	2	 	32	32	    2.00	1	 	5	 	1	 	1	2	 	6	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-11-15-60	0401003001101	2	139.7920077	28.65847547	1	18	 	18	    4.00	1	 	1	 	2	 	3	2	 	8	 	2	 	2	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	6	Path, every two months	0	0	0	0	0	1	0	0	0	 	1
41-11-28-34	0205067004001	1	329.5302083	72.1959221	2	 	26	26	    4.00	1	 	1	 	1	 	1	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-13-93-62	0803028000501	1	141.0245093	94.31649233	2	 	16	16	    4.00	1	 	1	 	1	 	2	2	 	8	 	2	 	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-14-09-47	1406013006501	1	230.2727629	176.618916	2	 	18	18	    3.00	1	 	1	 	96	shingle fiberglass	4	2	 	1	 	1	 	2	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-19-16-27	0302094004801	1	526.4011897	454.2129202	2	 	35	35	    5.00	1	 	1	 	1	 	3	2	 	8	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-26-99-00	0201103009301	1	192.4825983	43.29506232	2	 	26	26	    3.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-28-31-04	1405080003601	1	165.5795827	38.8572261	2	 	31	31	    3.00	1	 	5	 	1	 	1	2	 	1	 	2	 	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-29-00-14	0301051006501	2	312.7833193	428.3606158	2	 	33	33	    5.00	1	 	6	 	1	 	2	2	 	2	 	2	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
41-31-78-73	1002115003901	2	146.7176344	172.7699134	2	 	47	47	    6.00	1	 	4	 	1	 	4	2	 	1	 	2	 	2	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-34-51-81	1002142015701	2	188.3987318	125.507409	2	 	16	16	    2.00	1	 	1	 	2	 	3	1	 	2	 	2	 	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-37-56-95	1409038004901	1	374.2716367	219.3725587	1	33	 	33	    3.00	4	 	1	 	2	 	1	2	 	8	 	1	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-40-39-00	0201006004301	2	857.4403894	446.2771128	1	19	 	19	    4.00	1	 	5	 	1	 	2	2	 	4	 	3	 	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-40-57-90	0301097004401	1	785.1577152	33.98525404	1	18	 	18	    5.00	1	 	1	 	2	 	3	2	 	8	 	2	 	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-41-50-51	1102035010201	2	127.3205616	182.5392735	2	 	36	36	    3.00	1	 	1	 	1	 	2	2	 	6	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-45-67-80	1301059006301	2	50.22433726	60.40387424	2	 	47	47	    1.00	1	 	1	 	2	 	4	2	 	5	 	2	 	2	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-48-00-62	1402029007101	1	106.5622886	105.5868022	2	 	40	40	    2.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-50-14-04	1204065010001	2	241.0654602	84.37381458	2	 	39	39	    5.00	1	 	1	 	1	 	4	2	 	96	tank	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-52-05-36	0204065003101	1	891.221459	615.5428425	2	 	22	22	    6.00	1	 	1	 	1	 	4	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-52-79-04	0210085013901	1	162.2575961	135.3530934	1	49	 	49	    4.00	4	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-53-36-78	0501001000701	2	692.8280896	69.33598558	1	31	 	31	    2.00	1	 	4	 	1	 	3	2	 	2	 	3	 	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	 	0	0	0	1	0	0	0	0	0	 	1
41-53-52-71	1407069001101	1	264.4627208	55.78170681	2	 	17	17	    4.00	1	 	5	 	1	 	1	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-53-74-83	0901003004201	1	40.99014906	6.783672108	1	32	 	32	    4.00	1	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-53-81-54	1302069003301	2	365.9736775	440.1497202	2	 	38	38	    4.00	1	 	1	 	2	 	1	2	 	8	 	3	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-56-01-09	1002071003001	2	104.6786775	123.2662053	2	 	33	33	    3.00	1	 	4	 	1	 	2	2	 	7	 	2	 	2	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-57-78-57	1405064006301	1	235.2412786	97.11993596	2	 	48	48	    2.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-64-55-77	1405086005301	1	166.3992056	164.8759635	2	 	27	27	    5.00	1	 	5	 	1	 	2	2	 	1	 	2	 	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-74-62-00	1405064003601	1	235.2412786	97.11993596	2	 	46	46	    3.00	1	 	1	 	1	 	3	2	 	1	 	1	 	2	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-74-76-85	0503073016001	2	205.6837131	206.5216374	2	 	24	24	    2.00	1	 	5	 	1	 	2	2	 	2	 	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-79-53-91	0211094012501	1	427.648995	68.91867063	2	 	18	18	    3.00	1	 	1	 	1	 	2	2	 	8	 	1	 	2	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-82-54-40	1403033015801	2	730.6428586	129.9583598	2	 	32	32	    2.00	1	 	4	 	1	 	2	2	 	6	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-84-97-78	1302048008301	2	424.7855308	166.2113273	1	22	 	22	    5.00	1	 	1	 	2	 	4	2	 	8	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-85-65-22	1405001019301	1	547.6899512	542.6763191	2	 	25	25	    5.00	4	 	1	 	2	 	3	2	 	8	 	1	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	2	 	0	0	0	0	0	1	0	0	0	 	1
41-91-02-64	0210058008201	1	247.9887534	60.87108389	2	 	32	32	    2.00	1	 	1	 	2	 	1	2	 	8	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-92-46-60	0102057015401	1	251.0899376	131.0663482	1	16	 	16	    3.00	1	 	4	 	1	 	2	2	 	2	 	1	 	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-95-30-09	1305109007901	2	80.08707797	96.31923585	2	 	38	38	    3.00	1	 	1	 	2	 	5	2	 	8	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-95-93-27	0206010006601	1	186.0975629	35.38499092	1	17	 	17	    2.00	4	 	1	 	1	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-97-09-41	0401082007001	2	62.21816256	88.18139158	2	 	31	31	    5.00	1	 	1	 	1	 	3	2	 	3	 	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
41-98-12-98	0302126012301	2	388.3659736	107.4220761	1	41	 	41	    6.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-03-26-21	1402029003901	1	106.5622886	105.5868022	2	 	31	31	    3.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-03-86-79	0601084010101	2	718.2064245	201.4123924	1	25	 	25	    3.00	1	 	1	 	1	 	4	2	 	8	 	1	 	2	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-04-69-32	1409112004901	1	411.5098294	70.93977931	1	15	 	15	    2.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-06-77-04	1305120014601	2	345.9176782	140.857057	1	34	 	34	    1.00	1	 	6	 	1	 	1	4	 	8	 	4	 	 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-13-06-47	0207039007801	1	188.0797705	37.77208516	2	 	32	32	    5.00	1	 	4	 	1	 	2	2	 	2	 	1	 	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	 	0	0	0	0	0	1	1	0	0	lunch  at school	1
42-13-66-50	1405086004201	1	166.3992056	164.8759635	2	 	27	27	    4.00	1	 	5	 	1	 	1	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-16-60-64	1303061006901	2	132.5839962	159.4563009	2	 	48	48	    3.00	1	 	1	 	1	 	3	2	 	8	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-16-72-37	1002029005301	2	107.0943393	126.11081	2	 	26	26	    5.00	1	 	5	 	1	 	1	2	 	2	 	2	 	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	 	0	0	0	0	0	1	0	0	0	 	1
42-25-57-76	0201103001701	1	303.3599286	43.29506232	1	16	 	16	    3.00	1	 	1	 	1	 	2	2	 	8	 	2	 	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	3
42-25-71-04	0206026001501	1	125.4525638	104.6508329	1	37	 	37	    1.00	4	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-26-95-01	1403005002901	2	419.5357382	87.36791437	2	 	17	17	    4.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-27-20-44	0804009012101	2	197.2444097	240.8194298	2	 	34	34	    3.00	1	 	1	 	1	 	1	2	 	2	 	2	 	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	Respondent received Path program every two months.	0	0	0	0	0	1	0	0	0	 	1
42-27-99-14	0601031005001	2	161.4305487	201.4123924	2	 	48	48	    4.00	1	 	1	 	1	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-28-41-35	1407069005501	1	204.716575	55.78170681	2	 	43	43	    3.00	5	 	1	 	2	 	3	2	 	8	 	1	 	2	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-28-65-16	0301030012301	2	329.4621953	318.9524932	1	27	 	27	    3.00	1	 	1	 	1	 	2	2	 	6	 	2	 	9	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-32-53-07	1203099004101	2	402.916549	179.7713436	1	25	 	25	    5.00	1	 	1	 	2	 	4	2	 	6	 	2	 	2	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-33-02-84	1204045006701	1	264.5915554	294.9123372	2	 	44	44	    6.00	1	 	1	 	1	 	3	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	6	2 monthly	0	0	0	0	0	1	0	0	0	 	1
42-33-51-79	1304074013201	1	309.1616599	557.5967719	2	 	46	46	    4.00	1	 	1	 	2	 	3	2	 	8	 	2	 	2	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-34-48-24	1403042017301	2	405.7581824	293.7630176	1	24	 	24	    5.00	1	 	1	 	1	 	3	2	 	7	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
42-37-20-86	1409048014901	1	713.768993	418.362801	1	48	 	48	    4.00	4	 	1	 	2	 	3	2	 	8	 	1	 	2	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-37-91-74	0901003008001	1	40.99014906	6.783672108	1	31	 	31	    1.00	1	 	5	 	1	 	1	2	 	8	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-42-45-06	0208077001501	1	223.3313163	48.79284801	1	41	 	41	    3.00	1	 	1	 	1	 	2	2	 	3	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-46-06-78	0601038001401	2	461.6303056	352.4716866	2	 	22	22	    2.00	1	 	1	 	1	 	2	2	 	8	 	2	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-47-11-31	0402052016301	2	243.5095576	345.1244905	2	 	45	45	    2.00	1	 	1	 	1	 	1	2	 	1	 	2	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-49-95-18	0207067009001	1	317.3942081	88.25531934	1	44	 	44	    7.00	1	 	1	 	1	 	3	2	 	8	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
42-50-71-32	1305120012501	2	359.987738	140.857057	1	22	 	22	    1.00	1	 	1	 	1	 	3	1	 	1	 	2	 	2	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-51-60-93	0901022008401	2	139.8795059	186.1349235	2	 	30	30	    9.00	1	 	5	 	1	 	3	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	6	every two months- path programme	0	0	0	0	0	1	0	0	0	 	1
42-52-92-70	0210059015101	1	246.7013147	47.39092467	2	 	30	30	    6.00	1	 	1	 	2	 	2	2	 	1	 	1	 	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	6	every other month	0	0	0	0	0	1	0	0	0	 	1
42-55-90-36	1001086011001	2	954.6756739	341.2564129	1	20	 	20	    3.00	1	 	5	 	1	 	3	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-57-23-78	1411021003401	2	428.4328308	419.1259111	2	 	45	45	    3.00	1	 	1	 	1	 	3	2	 	2	 	2	 	2	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	2	 	0	0	0	0	0	1	0	0	0	 	1
42-59-45-73	1302069004601	2	572.9148605	440.1497202	2	 	18	18	    4.00	1	 	1	 	96	tile metal	4	2	 	96	rain water	2	 	2	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-64-48-65	0701002003801	2	347.6569216	40.86927642	1	34	 	34	    4.00	1	 	1	 	2	 	1	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-65-60-21	0302047006301	2	356.0410834	505.0964177	2	 	19	19	    7.00	1	 	1	 	2	 	3	2	 	5	 	2	 	2	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-67-37-30	1002002004101	2	494.847024	53.06610139	1	21	 	21	    2.00	1	 	4	 	1	 	3	2	 	1	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-71-61-72	1407054002201	1	563.4023071	85.88382183	2	 	44	44	    2.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	2	 	0	0	0	0	0	1	0	0	0	 	1
42-72-34-72	1305109009001	2	80.08707797	96.31923585	2	 	43	43	    3.00	1	 	1	 	1	 	2	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-80-82-83	0401109012601	2	86.93181365	100.124028	2	 	16	16	    3.00	1	 	1	 	2	 	2	2	 	3	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-82-67-45	1002002006701	2	225.3208534	53.06610139	2	 	30	30	    2.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-83-00-94	0802048003201	2	288.9593711	207.8026009	2	 	22	22	    3.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-85-41-45	0602064005801	1	465.0300944	391.1381891	2	 	38	38	   11.00	1	 	1	 	1	 	6	2	 	3	 	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	6	bi monthly	0	0	0	0	0	1	0	0	0	 	1
42-86-28-87	1402069005001	1	207.1992134	38.2330239	1	49	 	49	    4.00	4	 	1	 	1	 	4	2	 	1	 	1	 	2	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-88-68-09	0202081004101	1	528.4537627	573.6297472	2	 	37	37	    2.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
42-89-74-84	1401008009101	2	438.6562909	429.1272853	2	 	29	29	    4.00	1	 	1	 	1	 	2	2	 	96	rain water	2	 	2	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-00-01-70	0401003004401	2	199.586848	28.65847547	1	43	 	43	    5.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-02-63-07	1101069014801	2	198.0837175	62.12331349	2	 	48	48	    1.00	1	 	1	 	2	 	1	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-05-18-49	1001073007201	2	213.1498194	54.85346136	1	26	 	26	    2.00	1	 	1	 	1	 	2	2	 	8	 	2	 	2	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-07-11-14	1104053015501	2	100.1914881	143.6443667	2	 	31	31	    5.00	1	 	1	 	1	 	4	2	 	6	 	2	 	2	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	6	bi-monthly	0	0	0	0	0	1	0	0	0	 	1
43-09-04-78	1202053006501	1	867.7080473	354.1957356	1	35	 	35	    3.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-10-63-54	0801009020401	1	138.2995641	157.0313917	2	 	42	42	    3.00	1	 	1	 	2	 	1	2	 	8	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-11-92-79	0401090003601	2	98.54351403	139.6650727	2	 	32	32	    3.00	1	 	1	 	1	 	1	2	 	2	 	2	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	6	Bi monthly	0	0	0	0	0	1	0	0	0	 	1
43-14-41-52	0206035007001	1	215.1962311	172.8715501	2	 	30	30	    2.00	4	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-14-90-97	0101061009701	1	193.8656099	153.255651	2	 	29	29	    2.00	96	quad	2	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-17-02-89	1002002002001	2	319.1259937	53.06610139	1	49	 	49	    1.00	1	 	5	 	1	 	1	2	 	2	 	3	 	2	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-18-11-83	0103039019701	1	742.5984905	83.06329818	1	20	 	20	    5.00	1	 	3	 	1	 	2	2	 	2	 	2	 	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
43-18-82-64	0203019000901	1	595.7609438	604.7766017	2	 	45	45	    4.00	1	 	1	 	1	 	4	2	 	1	 	1	 	2	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-22-04-55	0211087013701	1	625.449628	502.4365256	2	 	35	35	    3.00	1	 	1	 	1	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-22-72-19	1305022002201	1	197.1434968	355.563421	2	 	27	27	    4.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-23-87-66	0201046016201	2	645.1849495	508.5926365	2	 	26	26	    4.00	1	 	1	 	1	 	2	2	 	2	 	2	 	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
43-25-80-11	0601012004501	1	847.5582255	70.19731889	1	24	 	24	    5.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	6	Every other month	0	0	0	0	0	1	0	0	0	 	1
