Interview_key	HH_ID	area	ind_weight	hh_weight	select	selectedAgeM	selectedAgeF	age	tt_hhmembers	hh_2	hh2_oth	hh_3	hh_3oth	hh_4	hh_4oth	hh_5	hh_6	hh_6oth	hh_7	hh_7oth	hh_8	hh_8oth	hh_9	hh_10__1	hh_10__2	hh_10__3	hh_10__4	hh_10__5	hh_10__6	hh_10__7	hh_10__8	hh_10__9	hh_10__10	hh_10__11	hh_10__12	hh_10__13	hh_10__14	hh_10__15	hh_10__16	hh_10__17	hh_10__18	hh_10__19	hh_10__20	hh_11	hh_12	hh_12oth	hh_13__1	hh_13__2	hh_13__3	hh_13__4	hh_13__5	hh_13__6	hh_13__96	hh_13__98	hh_13__99	hh_13oth	hh_resultcode
27-66-11-65	0101062009901	1	267.8140628	296.2645579	2	 	24	24	    4.00	4	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-71-58-90	1003008002701	2	279.7721166	186.3785024	2	 	21	21	    3.00	1	 	5	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-78-38-97	0701024011101	1	77.10386721	130.5266565	2	 	47	47	    2.00	1	 	5	 	1	 	1	4	 	1	 	3	 	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-84-12-31	0901047012001	2	242.458987	43.74739116	1	48	 	48	    2.00	1	 	5	 	1	 	1	2	 	7	 	3	 	2	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-84-15-35	0802018008801	2	133.350074	39.07431049	2	 	38	38	    3.00	1	 	1	 	96	shingle	1	2	 	8	 	1	 	2	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-86-31-35	1002035011401	2	81.16623611	95.57871919	2	 	42	42	    2.00	1	 	5	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-86-63-90	1204063002901	2	191.0915956	267.5310987	2	 	26	26	    2.00	1	 	1	 	1	 	3	2	 	8	 	2	 	2	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-88-91-96	1101069002201	2	198.0837175	62.12331349	2	 	39	39	    6.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-90-72-47	1409112001601	1	411.5098294	70.93977931	1	23	 	23	    3.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-95-27-50	1405018003201	1	310.8781906	308.0323672	2	 	40	40	    9.00	1	 	1	 	2	 	5	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	6	2 months	0	0	0	0	0	1	0	0	0	 	1
27-96-29-01	1410085006601	1	549.385831	67.08595421	1	47	 	47	    1.00	1	 	1	 	1	 	1	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
27-97-64-28	0901015018901	2	215.348309	286.5597842	2	 	41	41	    3.00	4	 	1	 	2	 	2	2	 	8	 	1	 	2	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-01-43-56	1302064000101	2	155.8653775	187.4563842	2	 	39	39	    3.00	5	 	1	 	1	 	99	2	 	7	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-06-22-78	1402027010301	1	480.1934255	70.36417543	1	25	 	25	    7.00	1	 	1	 	1	 	4	2	 	5	 	2	 	2	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-07-73-14	1104053011401	2	100.1914881	143.6443667	2	 	41	41	    3.00	1	 	1	 	1	 	1	2	 	6	 	2	 	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-07-81-99	0901003003301	1	40.99014906	6.783672108	1	37	 	37	    5.00	1	 	6	 	1	 	1	2	 	5	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-07-94-49	0301032002201	2	408.9545273	395.909054	1	32	 	32	    2.00	1	 	1	 	2	 	1	2	 	8	 	2	 	9	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-09-30-66	0207008002101	1	519.5149331	84.25496821	1	19	 	19	    2.00	4	 	4	 	1	 	1	2	 	4	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-10-66-32	0210079003101	1	552.7910737	76.85514021	1	33	 	33	    6.00	4	 	1	 	2	 	4	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-11-42-21	1001075002401	2	344.6238653	191.0201126	1	47	 	47	    1.00	1	 	1	 	1	 	6	2	 	1	 	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-14-01-56	0501053004801	2	523.2953873	52.47482051	1	17	 	17	    5.00	1	 	5	 	1	 	2	2	 	7	 	3	 	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
28-15-70-80	1403033000501	2	564.1557616	129.9583598	1	23	 	23	    3.00	1	 	1	 	1	 	2	2	 	6	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-16-78-10	1407062007201	1	299.1643209	229.4586533	2	 	17	17	    5.00	1	 	1	 	2	 	4	2	 	8	 	1	 	2	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-16-83-09	0603059002201	2	220.4905056	275.099853	2	 	38	38	    4.00	1	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	Every other month	0	0	0	0	0	1	0	0	0	 	1
28-19-18-35	1204062001301	2	103.2518288	123.465602	2	 	19	19	    3.00	1	 	1	 	1	 	2	2	 	96	Rainfall	2	 	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-23-51-54	1306044002101	2	427.4854388	167.2677552	1	20	 	20	    3.00	1	 	1	 	2	 	2	2	 	2	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	6	bimonthly	0	0	0	0	0	1	0	0	0	 	1
28-23-93-47	0802018002001	2	133.350074	39.07431049	2	 	39	39	    4.00	1	 	1	 	1	 	2	2	 	8	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-24-79-45	1411011009401	2	342.0113062	334.5817361	2	 	40	40	    3.00	1	 	1	 	1	 	3	2	 	2	 	2	 	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-32-17-72	1103014001901	2	552.8484205	512.9223199	2	 	22	22	    4.00	1	 	1	 	1	 	2	2	 	96	neighbours pipe	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-32-83-12	1003038002801	1	84.60829796	36.83059799	2	 	32	32	    3.00	1	 	1	 	2	 	2	2	 	2	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-34-83-52	0701020007101	1	399.1446588	104.3723417	1	35	 	35	    2.00	1	 	5	 	1	 	3	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-36-03-69	0801036007001	1	101.7272467	29.94589065	2	 	41	41	    6.00	1	 	4	 	2	 	3	2	 	3	 	2	 	2	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	2	2	 	0	0	0	0	0	1	0	0	0	 	1
28-37-35-21	0902090005501	2	249.0211643	263.4646282	2	 	21	21	    4.00	1	 	5	 	1	 	2	2	 	1	 	2	 	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	6	every two months	0	0	0	0	0	1	0	0	0	 	1
28-40-86-45	0902018012401	1	98.54563878	178.1881788	2	 	34	34	    4.00	1	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	6	Every two months - path programme	0	0	0	0	0	1	0	0	0	 	1
28-42-93-23	1003029002501	2	145.7636238	97.10476597	2	 	23	23	    2.00	1	 	1	 	1	 	4	2	 	1	 	2	 	2	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-46-35-55	0801055006401	1	322.2573309	51.04518263	2	 	18	18	    3.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-47-04-81	1405064003001	1	816.5209495	97.11993596	1	31	 	31	    3.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-47-30-20	1408088013501	1	463.4209053	459.1786841	2	 	32	32	    2.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-51-98-80	1303016014801	2	381.8163536	149.3982217	1	19	 	19	    4.00	1	 	1	 	1	 	2	2	 	7	 	3	 	2	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-52-42-13	0208090002701	1	127.7033142	102.5866938	2	 	33	33	    2.00	1	 	4	 	1	 	2	2	 	1	 	1	 	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2	 	1	0	0	0	0	1	0	0	0	 	1
28-52-66-83	1403021000101	1	81.63073428	80.88347487	2	 	34	34	    4.00	1	 	1	 	1	 	2	2	 	2	 	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-61-68-73	1102073005201	1	314.3219571	54.95751827	1	30	 	30	    4.00	1	 	1	 	1	 	4	2	 	6	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-63-22-38	1409132000901	1	173.1007524	171.5161634	2	 	45	45	    3.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-64-23-34	1409053002001	1	182.3256996	180.6566641	2	 	32	32	    4.00	4	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-64-45-20	1407062004401	1	299.1643209	229.4586533	2	 	22	22	    3.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-64-74-68	0301020001301	1	195.1953348	174.4698066	2	 	18	18	    4.00	1	 	1	 	2	 	2	2	 	2	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	every other month	0	0	0	0	0	1	0	0	0	 	1
28-70-96-12	1104040013201	2	99.33824009	142.4210665	2	 	30	30	    3.00	1	 	1	 	1	 	7	2	 	1	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-70-99-92	0210031001301	1	315.5030808	263.1884051	1	31	 	31	    7.00	1	 	1	 	2	 	4	2	 	8	 	1	 	2	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-72-36-34	1001086010001	2	615.6686982	341.2564129	1	41	 	41	    1.00	1	 	4	 	1	 	1	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-75-10-76	0901031002901	2	182.2430134	55.96320337	2	 	27	27	    5.00	1	 	1	 	1	 	3	2	 	8	 	2	 	2	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-76-24-84	1402082001401	2	657.5138305	445.0954813	1	26	 	26	    3.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-76-76-17	1104040012201	2	153.5071854	142.4210665	2	 	17	17	    6.00	1	 	5	 	1	 	2	2	 	5	 	3	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	6	Every 2 months	0	0	0	0	0	1	0	0	0	 	1
28-78-10-11	0901066010901	2	645.2773928	70.52896863	1	49	 	49	    2.00	1	 	5	 	1	 	2	2	 	8	 	1	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-80-53-62	1003061015901	2	169.6498563	94.03450519	1	43	 	43	    3.00	1	 	4	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-80-75-60	1202062007101	1	1232.117567	407.6062879	1	25	 	25	    5.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-81-77-80	1411021000801	2	553.4701433	419.1259111	2	 	20	20	    6.00	1	 	1	 	1	 	4	2	 	1	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-82-54-39	0208048001501	1	210.380103	169.0026555	2	 	28	28	    2.00	1	 	1	 	1	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-85-36-72	0201103002801	1	192.4825983	43.29506232	2	 	35	35	    4.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-86-32-90	0502027009301	1	688.4613405	43.00556554	1	17	 	17	    4.00	1	 	4	 	1	 	3	2	 	2	 	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
28-89-96-80	0203042012401	1	178.281194	148.7197621	1	33	 	33	    3.00	1	 	1	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-94-13-50	0207021006901	1	444.2698156	828.5779167	2	 	43	43	    4.00	1	 	5	 	1	 	2	2	 	2	 	4	 	 	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	6	Bimonthly	0	0	0	0	0	1	0	0	0	 	1
28-96-60-64	1401081007001	2	323.4915521	316.4642898	2	 	45	45	    4.00	1	 	1	 	1	 	99	2	 	1	 	1	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-98-92-28	1401081005601	2	323.4915521	316.4642898	2	 	29	29	    3.00	1	 	1	 	1	 	3	2	 	1	 	1	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
28-99-30-10	0602005001801	1	171.1845476	61.28337363	2	 	38	38	    1.00	1	 	1	 	2	 	2	2	 	6	 	3	 	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-00-01-60	1401056006401	2	588.953817	114.798382	1	16	 	16	    4.00	1	 	5	 	1	 	3	3	 	7	 	3	 	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
29-01-80-99	1409054006001	1	216.1234519	214.145027	2	 	28	28	    1.00	1	 	1	 	2	 	1	2	 	8	 	1	 	2	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	3	 	0	0	0	0	0	1	0	0	0	 	1
29-01-83-97	0801067019101	1	246.5251399	279.9154579	2	 	28	28	    3.00	1	 	1	 	1	 	2	2	 	8	 	2	 	2	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-04-22-44	1101030011301	2	107.1464802	153.6157272	2	 	30	30	    5.00	1	 	1	 	1	 	2	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-06-77-96	1306044000101	2	410.7772429	167.2677552	1	28	 	28	    2.00	1	 	1	 	2	 	2	2	 	1	 	2	 	2	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-08-23-39	1203009007501	2	152.780866	74.04075102	2	 	27	27	   11.00	1	 	1	 	1	 	5	2	 	96	rain water	2	 	2	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	6	2 monthly	0	0	0	0	0	1	0	0	0	 	1
29-08-44-51	1102007007801	2	379.3547838	42.6332919	1	21	 	21	    1.00	1	 	1	 	2	 	3	2	 	96	tank	2	 	2	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-09-18-54	0212034001101	2	226.7509074	51.07011426	2	 	45	45	    3.00	1	 	1	 	1	 	3	2	 	1	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-10-03-50	1001083020601	2	474.3599314	262.930971	1	42	 	42	    4.00	1	 	1	 	2	 	2	2	 	7	 	2	 	2	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-13-66-68	1103016014101	2	708.3028296	664.2842256	1	49	 	49	    1.00	1	 	1	 	1	 	1	2	 	96	(drum) rainwater	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-16-12-16	1405018012901	1	310.8781906	308.0323672	2	 	27	27	    5.00	1	 	1	 	1	 	4	2	 	1	 	2	 	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-16-13-97	1002136008001	1	177.2727773	105.9080605	1	42	 	42	    4.00	1	 	5	 	1	 	2	2	 	2	 	3	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-16-38-26	1405080009401	1	251.9184681	38.8572261	1	36	 	36	    4.00	1	 	5	 	1	 	2	2	 	1	 	3	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
29-21-86-07	1409112004601	1	440.1105253	70.93977931	1	33	 	33	    3.00	1	 	1	 	2	 	3	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-23-39-56	0102052008301	1	90.61378065	100.239888	2	 	15	15	    3.00	1	 	4	 	1	 	1	2	 	1	 	1	 	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	6	every other month	0	0	0	0	0	0	0	0	1	 	1
29-24-21-85	0301075001701	1	363.8716184	147.9632998	1	28	 	28	    6.00	1	 	1	 	1	 	4	2	 	8	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
29-32-94-31	1204062001701	2	88.18877137	123.465602	2	 	48	48	    2.00	1	 	96	Nog	1	 	2	3	 	96	Neighbours	3	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	 	1	0	0	0	0	0	0	0	0	 	1
29-43-00-30	1402029007701	1	106.5622886	105.5868022	2	 	47	47	    1.00	1	 	1	 	1	 	1	2	 	1	 	2	 	2	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-43-11-61	0210059008401	1	246.7013147	47.39092467	2	 	35	35	    3.00	1	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-50-88-93	0209053011201	1	252.467309	163.7806634	1	24	 	24	    4.00	1	 	1	 	2	 	3	2	 	1	 	2	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-53-10-27	0103002005601	1	428.1083436	223.4681237	1	18	 	18	    2.00	1	 	1	 	1	 	2	2	 	2	 	1	 	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-56-17-21	0206026002501	1	161.318886	104.6508329	1	16	 	16	    5.00	4	 	1	 	1	 	2	2	 	8	 	1	 	2	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-61-94-24	0604031016401	2	141.2517301	176.2358433	2	 	33	33	    3.00	1	 	1	 	1	 	2	2	 	6	 	2	 	9	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-63-04-00	0801009011101	1	234.7974825	157.0313917	2	 	19	19	    7.00	1	 	2	 	2	 	4	2	 	1	 	1	 	2	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-76-25-99	0102011009201	1	218.6051876	172.8129107	2	 	44	44	    4.00	1	 	1	 	1	 	3	2	 	8	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-77-33-03	0805012017901	1	240.1674145	160.6227755	2	 	15	15	    4.00	4	 	1	 	2	 	2	2	 	1	 	1	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-78-07-95	0701116003401	2	113.8332845	151.6077251	2	 	34	34	    7.00	1	 	5	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	 	0	0	0	0	0	1	0	0	0	 	1
29-79-03-70	1402069009601	1	269.1768861	38.2330239	2	 	15	15	    2.00	1	 	4	 	1	 	2	2	 	1	 	1	 	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-80-34-27	0401003010001	2	101.1028321	28.65847547	2	 	49	49	    1.00	1	 	1	 	2	 	3	2	 	3	 	2	 	2	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-81-12-60	0102017001101	1	639.8581045	333.9993069	1	17	 	17	    2.00	1	 	1	 	1	 	1	2	 	8	 	2	 	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-84-03-00	1104050014001	2	262.068589	375.7272921	2	 	35	35	    5.00	1	 	1	 	2	 	1	2	 	1	 	1	 	2	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-84-36-81	0804053011601	2	136.7693066	166.9842329	2	 	39	39	    2.00	4	 	1	 	2	 	2	2	 	8	 	2	 	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	3	 	 	 	 	 	 	 	 	 	 	 	 	1
29-85-11-20	0802086005501	2	364.6392064	262.2270916	2	 	15	15	    3.00	1	 	6	 	1	 	1	2	 	7	 	2	 	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	Every 2 months	0	0	0	0	0	1	0	0	0	 	1
29-87-52-35	1405086002601	1	214.9624995	164.8759635	2	 	15	15	    4.00	1	 	5	 	1	 	2	2	 	2	 	2	 	2	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	3	 	0	0	0	0	0	1	0	0	0	 	1
29-88-90-32	0702067000201	2	206.4743676	185.49719	2	 	16	16	    4.00	1	 	1	 	2	 	3	2	 	96	Rain Water	2	 	2	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	6	every other month	0	0	0	0	0	1	0	0	0	 	1
